3,2,3,7,2,11,2,1,2,2,2,13,8,0.044399999999999995
3,7,1,8,4,7,2,6,2,10,1,4,8,0.3296
1,2,1,10,3,13,1,8,1,12,2,5,9,0.2136
3,10,3,13,2,3,2,8,3,12,3,6,9,0.26880000000000004
1,2,3,13,4,13,3,6,3,10,4,6,7,0.5512
3,4,2,7,3,13,4,9,1,10,1,3,9,0.010800000000000032
3,7,4,8,1,6,4,10,2,12,3,5,9,0.18159999999999998
2,8,1,12,4,7,2,2,2,5,4,2,8,0.07199999999999995
4,2,4,6,2,5,2,6,1,8,4,3,8,0.18720000000000003
2,4,2,10,4,13,3,6,1,11,1,3,9,0.01880000000000004
1,1,1,8,1,13,2,4,4,3,2,6,9,0.048799999999999955
4,5,1,11,4,3,3,11,2,5,3,2,7,0.6288
3,3,2,11,1,2,4,5,2,5,2,12,8,0.06799999999999995
4,1,2,7,3,6,4,12,1,6,2,4,8,0.027599999999999958
1,5,4,9,1,4,3,3,2,12,4,5,8,0.18200000000000005
4,7,4,8,2,5,4,12,4,1,1,9,9,0.272
4,4,4,13,3,7,2,1,1,2,4,11,9,0.13080000000000003
1,4,1,10,3,1,3,9,2,6,1,3,9,0.03520000000000001
1,9,4,12,3,7,4,3,2,5,1,1,9,0.0816
1,1,2,7,4,3,2,3,3,10,3,12,8,0.026000000000000023
3,6,1,9,2,3,3,9,1,7,4,10,8,0.266
2,4,4,9,4,11,1,10,1,6,3,3,9,0.012800000000000034
3,11,2,13,3,3,1,3,3,1,4,8,8,0.15400000000000003
2,4,4,7,3,2,4,10,4,9,1,10,8,0.027200000000000002
4,9,1,11,4,11,2,3,1,4,2,5,8,0.32799999999999996
2,2,1,7,1,2,1,6,3,11,2,8,8,0.12880000000000003
2,5,3,5,3,9,4,4,4,1,4,13,8,0.08760000000000001
1,12,3,12,4,11,1,7,2,12,2,7,3,0.9876
2,3,1,10,3,8,1,3,3,10,1,12,7,0.5876
1,1,3,10,4,8,1,5,2,11,3,5,8,0.028800000000000048
1,6,1,8,4,2,1,11,4,7,3,4,9,0.11080000000000001
4,6,3,8,1,12,2,6,4,5,3,2,8,0.25239999999999996
1,2,2,8,3,8,4,3,1,11,4,11,7,0.3952
2,5,4,11,1,11,3,8,4,7,2,4,8,0.4316
2,8,4,8,2,4,2,2,1,5,4,10,8,0.2128
2,4,4,13,3,8,4,8,1,10,3,10,7,0.31999999999999995
3,8,1,9,4,1,4,8,2,4,2,12,8,0.31000000000000005
1,3,1,4,4,12,2,2,2,1,1,2,8,0.18679999999999997
2,9,3,13,2,10,1,11,4,6,3,7,9,0.2248
3,3,4,13,2,5,3,10,4,12,4,6,9,0.06240000000000001
1,10,4,12,4,8,4,13,1,3,4,5,9,0.24239999999999995
2,2,4,11,2,9,4,1,2,12,3,4,9,0.032399999999999984
3,2,2,9,3,6,1,1,4,3,1,11,9,0.01959999999999995
3,7,2,11,3,10,1,10,2,6,3,1,8,0.07440000000000002
2,3,2,4,1,8,2,7,3,1,3,2,9,0.16400000000000003
1,6,4,6,2,4,2,12,4,7,4,8,8,0.14439999999999997
4,1,4,10,4,11,2,5,4,12,4,5,4,0.7548
1,1,2,10,2,1,1,4,2,13,1,2,8,0.08440000000000003
1,1,4,6,3,8,2,5,1,12,3,13,9,0.007199999999999984
2,1,4,6,2,7,2,8,3,12,4,13,9,0.0048000000000000265
1,11,4,13,2,13,3,13,2,11,4,4,3,0.9984
3,3,3,12,3,4,4,6,4,11,3,6,8,0.22440000000000004
1,5,1,12,1,4,1,10,4,9,4,7,9,0.21599999999999997
1,6,4,8,2,1,4,11,4,13,1,11,8,0.04720000000000002
1,11,4,13,3,2,1,8,1,13,1,3,8,0.554
1,6,1,9,3,9,2,6,4,6,2,13,3,0.9484
1,1,1,2,2,10,2,11,2,4,1,9,9,0.0020000000000000018
1,8,3,13,2,7,4,12,4,10,3,10,8,0.124
2,13,3,13,4,9,1,11,4,7,1,6,8,0.4296
1,7,4,8,3,3,1,2,2,5,3,13,9,0.03520000000000001
1,4,1,11,1,1,2,1,4,8,4,3,8,0.0464
1,2,4,13,2,7,4,12,4,7,2,11,8,0.10719999999999996
4,2,1,13,4,11,4,13,4,3,3,6,8,0.43799999999999994
4,6,1,7,4,1,4,8,2,10,1,13,9,0.08120000000000005
1,9,4,12,3,7,4,8,1,7,1,8,7,0.19240000000000002
3,4,4,11,3,2,1,11,3,10,4,3,8,0.4556
4,6,4,13,2,12,1,10,2,8,2,6,8,0.09399999999999997
3,7,2,11,3,9,1,3,3,13,3,11,8,0.3648
1,3,3,13,3,8,2,7,3,7,1,6,8,0.07040000000000002
1,5,3,5,3,6,3,4,3,13,2,9,8,0.15039999999999998
3,4,3,8,4,13,1,11,3,2,2,11,8,0.04720000000000002
4,2,2,13,4,13,2,11,2,9,2,2,7,0.7096
2,6,2,7,3,3,3,12,1,4,1,5,5,0.8908
4,1,4,11,1,5,2,11,3,9,2,12,8,0.29279999999999995
3,1,4,1,3,13,4,10,4,5,1,7,8,0.06279999999999997
4,3,1,10,2,10,1,8,2,9,3,13,8,0.23839999999999995
1,3,1,8,1,13,2,10,1,7,3,6,9,0.24719999999999998
2,7,3,8,4,4,2,9,4,1,1,1,8,0.03200000000000003
2,11,2,12,4,5,3,7,4,13,4,1,9,0.04400000000000004
3,2,3,10,4,8,4,4,1,6,3,8,8,0.03320000000000001
1,10,2,13,1,4,4,5,3,8,1,8,8,0.12560000000000004
3,8,4,10,4,13,2,7,2,1,1,4,9,0.035599999999999965
2,10,3,13,2,12,4,9,1,7,2,5,9,0.1612
1,2,4,6,4,12,1,4,1,12,1,9,8,0.05159999999999998
2,5,3,8,3,4,3,6,1,3,1,7,5,0.8848
1,4,4,9,3,2,3,4,2,6,2,9,7,0.624
4,1,3,13,2,9,2,6,3,7,4,5,9,0.054400000000000004
2,4,2,8,1,2,3,13,4,13,3,4,7,0.26080000000000003
3,5,1,12,1,5,1,9,3,4,4,10,8,0.19920000000000004
1,1,4,10,3,7,1,4,2,4,3,8,8,0.029200000000000004
1,4,2,13,3,10,4,13,4,9,3,8,8,0.35840000000000005
3,5,3,9,3,10,1,4,2,8,3,4,8,0.17959999999999998
4,5,1,6,2,1,4,1,2,7,1,13,8,0.024800000000000044
2,2,1,7,4,12,1,13,3,12,1,8,8,0.031200000000000006
3,6,4,11,2,9,3,8,2,3,1,13,9,0.026800000000000046
4,1,2,2,2,11,1,11,3,7,4,2,7,0.14280000000000004
1,8,4,13,3,8,2,12,4,1,3,4,8,0.3732
1,12,4,12,2,7,3,8,3,13,3,2,8,0.244
2,8,4,13,3,6,1,8,3,8,4,2,6,0.8632
3,4,2,12,2,3,2,8,2,13,2,6,4,0.9672
3,8,4,12,1,9,1,1,4,1,3,9,7,0.14759999999999995
2,4,4,9,3,12,4,13,3,2,4,10,9,0.09760000000000002
3,3,2,4,4,5,1,6,4,10,1,2,5,0.858
4,7,2,13,3,11,2,2,2,1,1,5,9,0.07040000000000002
3,1,4,13,1,12,4,10,1,9,1,3,9,0.0796
2,9,2,12,1,3,3,10,4,8,2,11,5,0.9612
3,3,2,6,2,2,3,5,3,8,2,12,9,0.08599999999999997
2,6,2,12,4,13,1,12,1,8,3,3,8,0.40880000000000005
2,2,3,7,3,9,4,11,2,6,4,8,9,0.10560000000000003
3,4,1,13,3,7,2,2,4,7,3,11,8,0.12280000000000002
3,4,2,6,1,6,2,8,3,12,3,13,8,0.1592
3,3,2,9,3,9,1,6,1,5,2,13,8,0.2512
2,6,4,8,4,4,1,1,2,3,4,10,9,0.03159999999999996
4,8,4,13,2,11,2,2,2,12,2,1,9,0.04239999999999999
4,2,3,8,1,4,2,2,4,10,3,11,8,0.12560000000000004
4,11,1,12,3,9,1,1,3,1,3,3,8,0.05359999999999998
1,2,4,8,3,6,2,5,2,1,4,3,9,0.07120000000000004
4,2,2,9,2,8,3,1,4,1,1,8,7,0.09640000000000004
1,1,3,1,2,7,1,10,2,3,2,2,8,0.03320000000000001
4,3,4,9,1,2,3,7,4,4,2,10,9,0.020000000000000018
2,2,4,8,3,12,1,9,2,1,2,10,9,0.04520000000000002
2,3,1,8,3,2,4,5,3,13,4,3,8,0.13839999999999997
1,1,4,9,1,6,1,7,1,11,4,12,9,0.04159999999999997
3,12,3,13,1,1,2,5,3,5,1,7,8,0.14480000000000004
4,7,4,8,3,6,4,10,2,2,3,5,9,0.19599999999999995
1,3,1,10,3,9,4,1,4,12,2,12,8,0.06000000000000005
3,1,4,6,2,3,4,10,1,6,2,10,7,0.3188
4,1,4,5,4,3,3,13,3,8,3,11,9,0.0023999999999999577
3,5,2,7,3,3,2,10,4,5,4,10,7,0.31200000000000006
4,9,1,11,3,11,2,10,4,1,4,11,6,0.8656
2,3,2,8,3,2,1,10,1,4,3,6,9,0.08520000000000005
2,10,1,12,4,13,3,1,2,4,2,6,9,0.07279999999999998
4,8,2,12,3,8,2,2,4,4,4,5,8,0.2976
3,2,3,4,2,12,1,11,1,8,2,5,9,0.0040000000000000036
1,13,2,13,3,3,1,9,2,1,4,3,7,0.62
3,3,4,13,3,2,2,10,4,5,2,9,9,0.05159999999999998
4,7,3,8,3,6,3,12,1,8,1,2,8,0.2892
1,7,4,11,3,1,1,5,4,7,4,4,8,0.29359999999999997
4,4,4,11,1,6,3,5,1,11,1,5,7,0.31720000000000004
3,7,4,7,1,12,1,5,2,7,3,13,6,0.8796
2,4,4,6,3,3,1,3,4,7,3,4,7,0.23440000000000005
4,2,3,4,4,1,4,12,3,9,1,3,9,0.17759999999999998
4,2,2,4,2,5,1,6,2,11,1,10,9,0.07840000000000003
1,3,3,5,2,7,4,11,3,12,2,11,8,0.026000000000000023
2,2,2,13,4,9,1,8,3,13,1,9,7,0.53
4,4,1,13,3,4,3,1,1,11,1,2,8,0.21120000000000005
1,12,4,12,3,7,4,6,2,13,3,4,8,0.276
1,1,1,10,2,5,4,4,3,13,2,1,8,0.118
4,1,4,2,2,12,3,13,4,11,4,7,9,0.17120000000000002
1,2,2,9,4,8,1,1,4,12,4,2,8,0.1352
4,1,3,7,2,10,4,4,2,3,1,9,9,0.010800000000000032
4,3,2,12,1,9,2,11,3,5,2,6,9,0.04400000000000004
1,3,2,4,2,8,2,2,4,12,4,6,9,0.0756
3,3,4,11,3,2,1,12,3,11,2,13,8,0.22360000000000002
1,4,3,7,2,13,1,10,2,9,2,3,9,0.00880000000000003
1,6,3,8,2,7,4,11,1,11,3,11,6,0.11919999999999997
1,3,2,11,4,1,1,8,1,1,3,2,8,0.050000000000000044
3,3,4,7,2,1,1,8,2,4,3,2,9,0.16479999999999995
2,5,3,6,3,4,2,7,1,12,1,7,8,0.16920000000000002
4,3,1,12,4,7,3,4,2,10,1,9,9,0.03320000000000001
1,3,4,9,3,1,4,2,1,5,3,12,9,0.1028
3,1,3,5,4,9,1,11,2,7,4,13,9,0.005199999999999982
2,4,3,8,1,12,1,2,3,2,4,5,8,0.02839999999999998
3,1,2,7,3,11,1,9,4,9,3,6,8,0.02200000000000002
2,3,3,6,1,10,4,7,4,5,4,4,5,0.5900000000000001
1,7,3,11,2,6,4,8,4,1,4,10,9,0.07040000000000002
4,9,1,12,4,1,4,3,2,13,4,8,9,0.128
2,2,3,9,4,4,1,6,2,7,2,10,9,0.09079999999999999
1,10,2,10,1,4,4,7,3,9,2,6,8,0.4256
1,5,2,7,3,8,1,7,4,7,3,6,6,0.6984
1,11,2,12,4,1,3,1,2,1,1,13,6,0.21640000000000004
1,5,2,9,4,8,4,1,3,13,1,12,9,0.018399999999999972
2,6,2,13,1,11,4,6,3,4,3,10,8,0.2288
4,11,1,12,3,12,3,4,1,7,2,7,7,0.5744
3,1,1,8,3,7,1,5,3,4,2,4,8,0.08360000000000001
2,2,2,8,3,3,1,8,1,3,1,10,7,0.1612
1,2,3,12,2,13,3,5,4,11,2,8,9,0.04600000000000004
1,3,2,12,2,11,2,13,3,2,1,9,9,0.11480000000000001
2,9,1,11,4,4,4,9,2,4,4,11,7,0.41479999999999995
4,1,4,8,1,9,3,4,4,11,2,7,9,0.08199999999999996
1,1,2,12,4,12,2,2,3,13,3,5,8,0.3476
3,10,4,12,2,4,3,12,2,13,1,4,7,0.33640000000000003
1,2,1,10,1,5,1,13,2,10,3,8,8,0.49039999999999995
3,6,4,11,2,6,2,2,1,3,2,5,8,0.13680000000000003
1,3,2,12,3,8,3,6,3,2,4,9,9,0.0252
3,6,2,13,3,8,3,1,4,1,2,6,7,0.266
2,2,3,3,1,9,2,4,2,12,2,1,9,0.14480000000000004
1,4,2,12,1,2,1,5,3,11,3,7,9,0.04039999999999999
3,2,3,6,2,1,1,13,4,12,2,4,9,0.08879999999999999
2,5,1,9,3,9,4,4,3,12,2,13,8,0.2188
1,2,4,6,2,3,1,8,2,10,2,4,9,0.06040000000000001
1,8,1,10,3,5,1,2,3,2,4,11,8,0.045599999999999974
3,8,3,11,1,11,2,13,3,12,4,12,7,0.31000000000000005
1,1,2,4,4,4,1,10,1,7,4,7,7,0.1572
1,3,4,3,4,6,1,1,1,2,1,6,7,0.26880000000000004
3,6,1,10,1,3,3,11,2,9,3,7,9,0.09119999999999995
1,2,4,12,1,8,2,13,2,2,2,9,8,0.09040000000000004
3,5,3,9,4,3,2,2,1,7,2,6,9,0.18520000000000003
3,10,2,13,1,3,3,6,2,3,2,10,7,0.5144
3,4,4,8,1,7,3,1,2,5,1,3,9,0.17479999999999996
3,6,4,7,1,4,2,3,1,8,3,10,9,0.16479999999999995
3,6,2,7,1,12,4,3,1,5,2,11,9,0.11319999999999997
4,3,2,6,3,8,3,12,4,4,1,11,9,0.006800000000000028
4,1,2,10,2,7,2,12,3,8,3,1,8,0.12119999999999997
1,1,3,8,1,9,2,10,4,8,3,9,7,0.15639999999999998
3,3,1,13,4,5,3,5,3,11,1,4,8,0.10919999999999996
1,2,4,9,3,13,4,8,1,8,4,12,8,0.060799999999999965
2,8,4,13,2,3,3,4,3,3,3,12,8,0.06440000000000001
4,3,2,5,3,9,3,4,1,13,3,6,9,0.11319999999999997
2,5,1,13,1,8,3,9,3,11,4,8,8,0.07079999999999997
2,11,3,12,1,10,3,9,1,13,2,8,5,0.9356
1,3,4,5,3,12,1,1,3,8,3,3,8,0.1048
3,4,3,10,2,5,2,7,1,1,4,6,9,0.13439999999999996
4,5,4,9,2,8,2,3,1,10,3,13,9,0.01759999999999995
4,10,4,11,2,4,2,13,3,9,2,12,5,0.6616
1,1,1,10,2,7,2,9,4,8,4,12,9,0.15039999999999998
2,5,3,8,4,7,1,10,3,2,2,9,9,0.18359999999999999
2,4,2,13,4,2,4,5,4,10,1,12,9,0.03359999999999996
3,12,1,13,4,8,2,2,2,8,1,10,8,0.15880000000000005
2,5,1,7,3,9,3,2,4,13,3,5,8,0.14680000000000004
1,2,2,12,1,9,1,3,1,6,3,7,9,0.05920000000000003
2,6,3,8,4,3,4,1,1,8,4,4,8,0.2096
4,1,2,13,4,9,2,10,3,4,3,11,9,0.11399999999999999
3,3,4,7,1,3,4,10,2,4,1,9,8,0.122
1,5,4,9,1,13,4,1,4,12,2,10,9,0.10040000000000004
1,3,1,7,4,13,1,9,2,7,2,4,8,0.1896
2,1,3,11,3,3,1,13,1,3,1,1,7,0.10760000000000003
4,1,1,6,4,10,3,6,4,13,3,12,8,0.13039999999999996
2,9,1,10,1,4,4,7,1,2,2,8,9,0.21399999999999997
4,11,3,13,4,7,3,5,4,1,3,2,9,0.08640000000000003
3,7,3,11,2,5,4,9,2,2,3,8,9,0.19240000000000002
1,7,3,13,4,11,2,8,2,5,2,2,9,0.04279999999999995
4,6,1,13,2,5,3,5,4,2,1,7,8,0.11399999999999999
2,4,3,7,4,5,4,8,4,10,1,3,9,0.06440000000000001
1,6,2,8,4,8,1,1,1,7,3,12,8,0.27759999999999996
2,7,2,13,1,1,4,10,2,1,3,11,8,0.10919999999999996
1,4,3,13,3,9,3,2,2,13,2,8,8,0.5356000000000001
2,5,3,5,4,10,3,6,2,9,2,2,8,0.08640000000000003
1,3,2,11,2,2,2,10,3,3,3,11,7,0.7048
2,6,2,9,3,10,3,8,4,10,1,13,8,0.11639999999999995
2,4,3,4,3,5,3,11,1,13,2,9,8,0.07079999999999997
2,4,4,9,1,10,1,7,1,8,2,10,8,0.10519999999999996
2,11,4,13,1,6,4,4,4,11,1,10,8,0.5448
2,3,2,9,3,4,4,12,3,1,4,11,9,0.013599999999999945
1,10,2,13,2,6,2,11,4,10,4,12,8,0.28400000000000003
3,1,1,8,1,4,4,3,4,13,1,11,9,0.07440000000000002
1,4,4,4,1,5,1,1,4,5,2,4,3,0.8988
4,2,3,9,2,6,3,5,1,11,1,8,9,0.09719999999999995
1,1,2,13,4,11,3,4,1,13,3,1,7,0.6976
4,1,3,10,1,1,3,13,1,4,2,6,8,0.10960000000000003
1,9,1,11,4,2,4,6,3,12,2,2,8,0.06240000000000001
3,3,1,8,1,2,3,13,3,7,3,12,9,0.06120000000000003
4,1,2,11,3,1,3,8,2,4,4,5,8,0.11319999999999997
1,3,1,5,2,5,2,8,2,12,1,13,8,0.10519999999999996
2,4,1,10,3,1,1,7,4,2,3,2,8,0.038799999999999946
1,4,4,12,3,9,3,8,2,7,3,12,8,0.24639999999999995
4,2,2,10,2,6,3,6,3,3,3,2,7,0.10599999999999998
4,4,3,8,4,9,2,4,1,9,1,7,7,0.17920000000000003
2,6,4,6,2,5,1,6,2,12,4,5,3,0.9476
1,9,2,9,1,3,2,5,3,4,1,12,8,0.20320000000000005
1,9,4,11,2,8,2,1,2,6,2,3,9,0.04079999999999995
4,2,3,13,3,9,2,12,3,7,1,11,9,0.11319999999999997
4,4,4,5,2,1,4,13,2,3,2,2,5,0.6488
2,7,4,13,1,12,2,5,4,7,1,11,8,0.23960000000000004
1,3,1,9,3,11,3,1,1,8,2,5,9,0.01880000000000004
2,6,4,7,1,2,3,6,4,6,2,10,6,0.8476
1,2,3,11,4,3,1,7,3,5,1,11,8,0.3852
2,9,4,10,1,1,4,8,1,7,2,13,9,0.22160000000000002
1,1,2,7,4,12,4,3,4,11,2,13,9,0.006399999999999961
4,9,4,11,4,13,1,6,4,2,4,7,4,0.9168000000000001
1,1,2,12,2,5,2,3,2,10,4,11,9,0.19520000000000004
4,11,2,12,4,7,4,8,1,2,1,5,9,0.06679999999999997
1,5,1,6,4,12,2,3,1,3,2,10,8,0.0232
4,3,4,11,1,11,2,12,4,1,2,5,8,0.3284
4,1,3,4,4,3,2,2,2,12,2,4,8,0.1644
2,1,3,6,3,2,2,2,1,7,3,4,8,0.018000000000000016
4,7,4,9,2,9,1,12,2,6,1,11,8,0.16759999999999997
4,3,1,9,2,10,3,3,3,8,3,5,8,0.09560000000000002
1,1,2,6,2,9,4,12,2,11,1,3,9,0.010000000000000009
1,5,2,6,4,6,2,1,1,8,3,8,7,0.36040000000000005
3,1,3,10,2,5,4,1,1,3,2,9,8,0.11319999999999997
4,6,3,10,1,3,3,4,1,4,2,1,8,0.05520000000000003
2,10,4,12,3,11,1,3,2,3,2,1,8,0.08960000000000001
3,2,1,5,2,10,1,13,1,11,3,4,9,0.007600000000000051
3,7,3,10,2,9,2,7,3,3,1,7,6,0.832
2,1,4,2,3,2,4,6,4,13,4,4,8,0.13360000000000005
2,2,2,7,3,13,3,2,1,3,3,1,8,0.06399999999999995
1,5,1,11,4,5,2,4,3,12,2,5,6,0.8172
3,1,2,6,4,2,3,7,3,2,1,10,8,0.010399999999999965
4,8,1,9,1,7,4,7,1,12,3,13,8,0.06359999999999999
4,3,3,7,1,7,1,11,1,2,3,2,7,0.18000000000000005
1,4,1,7,2,12,2,7,4,5,1,9,8,0.17920000000000003
2,5,2,6,3,9,3,13,1,1,2,9,8,0.04359999999999997
2,3,3,12,3,1,3,9,2,6,1,9,8,0.06559999999999999
4,4,3,9,2,2,2,7,4,5,1,13,9,0.02400000000000002
3,5,1,8,3,8,2,8,4,12,2,10,6,0.7228
1,4,3,8,3,3,3,9,2,13,2,9,8,0.043200000000000016
1,3,1,4,2,2,1,11,1,6,2,7,9,0.244
4,10,1,11,3,6,4,8,1,10,4,4,8,0.39759999999999995
2,1,2,2,4,9,2,7,1,9,4,7,7,0.08560000000000001
4,3,2,6,2,3,2,7,3,1,1,12,8,0.17920000000000003
1,11,1,12,4,2,3,6,1,2,2,5,8,0.08760000000000001
1,7,2,7,1,12,2,6,2,10,4,11,8,0.10160000000000002
1,4,1,7,2,5,1,11,2,10,4,10,8,0.030000000000000027
3,1,3,5,1,7,2,11,1,8,4,9,9,0.07199999999999995
2,3,2,8,2,2,1,3,3,4,4,10,8,0.12639999999999996
4,6,2,12,3,3,4,10,3,12,3,2,8,0.35760000000000003
1,1,4,10,1,12,2,6,4,5,4,11,9,0.02080000000000004
1,8,4,13,1,9,4,12,2,12,3,3,8,0.14639999999999997
4,8,1,11,3,11,3,12,1,2,2,3,8,0.3668
2,3,1,12,3,2,3,6,1,3,4,5,8,0.11399999999999999
2,4,2,12,1,9,1,4,1,5,2,1,8,0.12319999999999998
3,2,4,3,2,13,4,13,1,10,2,11,8,0.03600000000000003
3,7,2,10,3,12,3,5,1,12,4,8,8,0.059599999999999986
1,7,1,10,4,6,4,10,2,9,2,12,8,0.2572
1,1,4,2,1,8,4,13,1,12,4,4,9,0.08560000000000001
4,3,1,7,1,5,3,4,2,12,4,13,9,0.09240000000000004
1,2,1,7,3,8,3,11,2,9,4,8,8,0.04600000000000004
1,1,1,9,1,12,2,2,1,10,1,3,4,0.8752
3,4,1,6,4,10,2,10,3,13,4,3,8,0.041200000000000014
1,4,4,11,3,10,2,9,4,2,4,13,9,0.10160000000000002
1,6,1,13,4,12,2,7,4,11,4,13,8,0.3528
2,6,2,11,2,13,4,2,2,4,3,3,9,0.2812
1,12,2,12,3,4,1,4,1,5,3,1,7,0.4504
1,1,3,2,3,8,3,7,2,11,4,11,8,0.010800000000000032
1,4,3,12,2,7,4,2,4,9,4,4,8,0.13
3,5,4,5,3,13,1,11,4,13,3,11,7,0.11480000000000001
2,3,4,9,1,1,2,9,3,1,1,2,7,0.3748
3,7,2,10,1,3,4,1,1,2,1,11,9,0.019199999999999995
4,4,4,10,2,11,4,13,1,10,1,6,8,0.22640000000000005
1,2,3,3,3,9,1,3,1,1,4,5,8,0.20240000000000002
2,6,2,10,2,4,1,13,4,5,1,1,9,0.03320000000000001
3,7,4,13,3,8,4,2,2,4,3,6,9,0.138
2,11,3,12,4,9,2,8,1,6,1,12,8,0.4448
1,8,3,12,2,1,2,11,4,9,4,8,8,0.276
2,3,3,9,2,5,3,4,2,11,2,6,9,0.13319999999999999
3,3,1,8,4,13,1,11,3,4,3,13,8,0.03959999999999997
1,12,2,12,1,8,2,5,4,3,1,13,8,0.396
4,3,1,6,3,4,3,7,4,5,4,7,5,0.6768000000000001
4,11,1,13,1,8,1,1,1,2,1,4,4,0.9612
2,3,1,7,4,12,1,6,1,3,4,10,8,0.11680000000000001
3,1,4,11,1,2,1,1,4,6,3,2,7,0.15959999999999996
1,3,3,9,3,4,1,6,4,9,3,13,8,0.31279999999999997
3,9,2,10,4,11,2,13,3,8,3,6,9,0.1996
3,3,4,12,2,4,1,3,3,10,2,5,8,0.10880000000000001
2,2,4,4,2,3,1,12,2,10,4,5,9,0.17279999999999995
1,7,2,9,2,8,2,12,2,6,3,5,5,0.77
4,1,2,5,1,2,3,8,2,4,4,12,9,0.0948
2,1,3,13,1,6,2,10,4,9,2,13,8,0.4296
2,1,2,3,4,5,1,9,2,2,1,1,8,0.17520000000000002
4,3,2,5,3,2,2,13,2,11,1,1,9,0.09319999999999995
1,4,2,12,1,9,1,11,4,4,2,4,6,0.8284
3,3,4,3,3,11,1,10,4,7,1,9,8,0.05559999999999998
1,9,3,10,3,6,4,7,2,5,3,3,9,0.14800000000000002
1,10,3,12,1,5,4,4,1,6,2,8,9,0.062000000000000055
2,7,1,12,1,13,2,12,4,11,2,2,8,0.35840000000000005
2,2,1,7,4,3,4,10,2,8,1,11,9,0.03759999999999997
4,8,4,10,1,8,2,1,2,13,1,3,8,0.2724
1,7,3,10,2,6,3,6,1,8,4,2,8,0.12039999999999995
3,4,3,10,3,9,1,3,4,8,2,13,9,0.024800000000000044
1,11,4,11,3,3,4,9,1,7,3,7,7,0.5012
3,4,1,10,3,11,3,5,4,13,1,4,8,0.13839999999999997
4,6,4,7,3,8,2,5,2,11,1,12,9,0.12280000000000002
3,9,1,13,4,11,3,5,2,3,4,8,9,0.07279999999999998
