2,2,3,13,3,2,1,9,3,1,2,3,4,7,8,0.07440000000000002
1,4,1,12,1,6,2,4,1,2,1,10,2,9,4,0.9744
2,3,2,7,2,10,4,3,4,12,3,6,4,2,8,0.060799999999999965
3,7,4,11,1,10,3,13,2,8,2,5,1,2,9,0.0043999999999999595
2,1,3,13,3,12,1,2,2,2,4,11,1,13,7,0.562
3,4,2,6,3,9,1,6,3,10,1,5,2,1,8,0.1552
1,10,2,12,3,7,3,2,1,4,4,3,1,9,9,0.0020000000000000018
4,1,1,11,4,9,2,12,4,3,3,2,1,4,9,0.00039999999999995595
4,2,1,6,2,11,4,11,3,8,1,13,3,6,7,0.15400000000000003
2,6,2,7,4,8,3,6,3,10,1,2,3,11,8,0.05600000000000005
2,4,4,10,2,1,1,7,3,12,3,10,2,10,6,0.862
1,3,2,11,1,11,2,12,2,3,4,10,4,9,7,0.11960000000000004
3,4,1,11,4,3,2,13,2,6,4,11,1,8,8,0.3528
4,8,3,11,1,11,2,13,2,12,4,7,3,3,8,0.19679999999999997
1,5,1,6,4,9,1,9,2,8,3,3,3,12,8,0.00039999999999995595
4,8,4,9,4,12,2,5,1,4,3,1,4,4,8,0.0023999999999999577
4,3,2,9,3,10,2,3,4,7,1,11,4,13,8,0.03320000000000001
1,5,4,12,2,3,1,13,1,3,2,1,1,10,8,0.03759999999999997
2,2,2,13,2,9,1,13,2,3,1,6,4,1,8,0.4952
4,9,3,12,1,1,2,13,4,5,2,6,4,6,8,0.052000000000000046
3,7,1,8,3,1,3,8,1,1,3,12,2,2,7,0.22599999999999998
3,5,4,6,3,1,1,1,3,12,4,8,3,4,8,0.0
1,5,2,11,1,4,2,1,1,13,3,4,2,6,8,0.008000000000000007
1,4,1,11,3,8,1,6,4,3,3,7,4,4,8,0.0232
1,3,4,3,2,11,3,10,2,12,1,11,4,5,7,0.05520000000000003
2,3,2,11,3,3,2,13,3,8,1,3,4,8,3,0.6676
2,1,4,6,1,7,4,3,2,6,4,9,3,11,8,0.06399999999999995
3,9,1,11,4,11,2,10,2,4,3,13,4,3,8,0.3376
2,8,3,12,1,1,1,5,1,12,2,13,1,2,8,0.04359999999999997
4,9,4,12,2,13,2,12,1,7,3,13,2,10,7,0.47840000000000005
2,7,3,9,4,5,4,13,4,6,3,3,1,7,8,0.08599999999999997
3,1,4,9,2,6,4,5,3,6,4,2,1,6,6,0.0
1,3,1,12,2,7,4,9,2,8,3,3,3,11,8,0.009600000000000053
1,4,2,13,2,3,4,1,3,1,3,3,2,6,7,0.16080000000000005
3,6,1,12,4,6,4,4,3,11,2,1,3,9,8,0.20599999999999996
4,3,2,12,4,5,4,9,1,5,2,6,2,2,8,0.0043999999999999595
2,6,2,9,1,9,1,10,1,13,3,3,1,7,8,0.014800000000000035
1,7,2,7,2,8,3,13,1,5,3,2,2,2,7,0.1612
3,6,2,12,1,11,3,3,2,4,4,5,1,13,9,0.0031999999999999806
3,3,3,6,4,2,4,6,4,1,3,11,4,12,8,0.019199999999999995
3,11,4,13,2,9,3,3,1,13,4,8,4,12,8,0.6536
4,8,3,13,2,12,3,3,4,13,3,11,3,8,7,0.734
2,7,3,13,4,10,3,1,1,6,1,3,2,10,8,0.03359999999999996
4,1,2,12,1,1,3,1,1,6,1,5,4,6,3,0.6684
2,2,3,13,1,11,1,7,4,6,3,9,3,4,9,0.0043999999999999595
1,2,2,7,3,8,1,8,3,13,1,6,1,11,8,0.00039999999999995595
3,9,4,10,2,3,1,8,1,3,2,7,3,6,5,0.8924
2,6,4,9,4,12,2,12,4,1,3,1,3,11,7,0.057599999999999985
1,2,1,5,4,8,1,8,3,8,2,1,2,9,6,0.0
1,6,4,13,2,4,4,11,4,6,2,1,3,3,8,0.2892
3,3,3,4,1,7,3,2,2,6,1,4,1,10,8,0.04239999999999999
4,3,3,5,1,2,1,1,1,7,3,2,4,12,8,0.0
1,2,4,12,1,11,3,13,4,2,4,13,3,7,7,0.13759999999999994
2,4,3,13,4,13,2,1,4,4,4,11,4,5,7,0.126
1,4,4,12,3,7,2,11,1,6,4,13,4,10,9,0.009600000000000053
4,6,2,11,3,3,2,6,3,7,1,2,4,12,8,0.17759999999999998
2,4,2,9,3,5,3,12,1,10,4,13,1,8,9,0.006399999999999961
1,6,4,11,1,13,1,1,1,4,4,4,1,10,4,0.30400000000000005
2,2,3,10,3,2,3,9,3,3,4,8,4,3,7,0.08879999999999999
3,1,4,1,4,12,2,10,3,8,4,2,2,4,8,0.015599999999999947
1,4,4,7,1,12,4,10,4,1,3,3,4,8,9,0.0
4,5,2,8,2,13,2,5,2,2,3,2,1,3,7,0.17559999999999998
3,7,4,10,3,8,4,4,2,10,3,10,4,13,6,0.8716
1,1,3,8,2,11,1,6,4,12,1,10,3,12,8,0.0040000000000000036
4,2,1,4,1,3,2,10,3,3,1,6,3,13,8,0.0
4,6,4,10,1,10,1,3,2,6,3,8,3,9,7,0.368
1,2,3,3,4,13,4,8,2,7,1,10,2,10,8,0.0011999999999999789
2,1,2,9,3,11,4,4,3,12,2,3,4,2,9,0.0
2,7,2,9,4,11,3,6,1,12,3,8,3,4,9,0.0
3,3,1,12,3,1,2,13,2,9,2,5,1,6,9,0.005199999999999982
2,2,2,5,2,13,2,6,2,1,3,1,4,4,4,0.7812
3,7,3,13,4,2,1,5,1,13,4,1,4,12,8,0.43000000000000005
1,4,3,4,1,10,2,11,3,9,1,12,2,3,8,0.0023999999999999577
4,3,1,6,4,12,3,1,3,8,1,1,4,8,7,0.059599999999999986
4,4,1,9,1,7,1,1,3,11,4,6,1,13,9,0.0016000000000000458
3,4,4,11,3,9,1,11,3,11,3,6,2,13,6,0.7256
4,1,3,6,3,8,4,2,1,13,4,3,3,10,9,0.0
4,2,3,6,4,9,2,11,2,9,4,1,4,3,8,0.0
4,4,1,7,2,12,4,10,2,6,1,8,2,2,9,0.0
1,1,4,3,1,7,2,5,2,7,3,10,4,5,7,0.0031999999999999806
2,1,2,13,3,10,1,2,1,7,4,6,1,5,9,0.0040000000000000036
2,11,1,13,1,6,2,10,1,4,3,6,3,1,8,0.06000000000000005
1,5,1,12,2,13,3,3,2,8,2,10,3,9,9,0.010800000000000032
3,8,4,12,1,12,1,10,1,9,1,6,1,4,4,0.36439999999999995
4,5,2,13,3,9,2,5,4,13,2,1,2,10,7,0.7272000000000001
2,5,4,7,4,13,3,3,1,11,4,2,3,2,8,0.0
1,9,4,13,2,4,2,8,2,7,3,8,2,5,8,0.0
2,9,4,12,4,9,1,6,2,8,3,13,2,1,8,0.33720000000000006
4,7,4,10,3,4,1,13,4,5,2,6,3,2,9,0.0
3,2,1,13,1,9,2,9,3,1,4,13,1,7,7,0.5708
4,11,2,12,2,10,1,2,4,2,3,2,4,3,6,0.05479999999999996
3,1,3,2,4,6,1,6,2,12,3,8,4,12,7,0.0016000000000000458
2,2,1,13,1,1,3,12,1,5,3,13,4,12,7,0.508
2,2,4,11,1,11,2,10,1,4,1,6,3,4,7,0.45799999999999996
4,2,3,4,3,8,4,12,4,3,1,4,4,13,8,0.06399999999999995
1,9,3,10,4,13,4,6,2,6,3,6,2,13,3,0.5304
1,4,2,6,4,13,2,10,2,11,1,8,3,13,8,0.0036000000000000476
3,8,3,12,4,4,1,10,3,13,2,2,4,12,8,0.3296
4,5,1,9,4,11,2,10,3,6,1,6,4,8,8,0.0043999999999999595
1,8,2,13,2,8,2,3,2,11,4,9,3,7,8,0.07279999999999998
3,2,4,13,2,4,1,12,4,10,2,12,1,4,7,0.17520000000000002
2,6,3,6,4,5,3,13,3,11,1,7,4,8,8,0.03920000000000001
3,2,3,4,1,9,2,8,1,6,3,6,3,11,8,0.0008000000000000229
1,7,4,11,1,11,2,10,2,4,2,2,1,1,8,0.39680000000000004
2,3,3,3,4,9,2,4,4,1,3,2,4,2,7,0.08599999999999997
1,5,4,13,2,9,2,1,2,2,3,3,2,4,5,0.14880000000000004
3,1,4,5,3,7,1,10,1,5,3,11,2,3,8,0.05800000000000005
2,2,2,5,2,4,3,6,2,13,4,11,1,11,8,0.0
2,7,3,7,2,13,2,6,4,11,2,1,3,4,8,0.15439999999999998
2,4,3,10,1,6,3,11,2,9,2,10,2,1,8,0.23560000000000003
2,12,2,13,1,1,3,10,4,13,4,5,2,5,7,0.6364000000000001
4,1,1,2,3,2,3,13,1,9,3,11,3,10,8,0.0008000000000000229
1,7,3,7,4,4,3,4,4,13,2,2,1,12,7,0.13239999999999996
1,12,3,12,2,8,3,2,4,1,3,10,2,9,8,0.49360000000000004
3,5,1,12,1,10,4,3,2,11,2,9,4,13,5,1.0
4,2,3,8,4,13,4,11,3,6,3,5,4,10,9,0.0008000000000000229
2,4,3,7,1,11,1,1,2,12,4,6,1,4,8,0.054400000000000004
2,3,2,11,1,13,3,13,1,1,1,9,4,8,8,0.010000000000000009
1,10,2,12,2,11,4,6,4,11,4,7,3,6,7,0.0484
1,6,3,7,1,10,4,6,1,9,2,2,1,4,8,0.11319999999999997
1,6,2,11,1,5,3,9,1,1,3,3,1,8,9,0.0
3,11,3,12,1,10,4,6,2,10,3,10,4,11,3,0.7847999999999999
2,4,3,12,3,10,1,3,2,8,1,1,3,13,9,0.00880000000000003
2,5,1,12,4,6,1,1,1,6,4,1,1,13,7,0.132
2,1,4,12,3,8,1,7,2,10,3,12,1,8,7,0.49039999999999995
3,1,3,10,2,4,4,7,2,8,3,12,2,7,8,0.0020000000000000018
3,5,4,12,4,13,4,2,3,9,2,1,3,1,8,0.04600000000000004
4,9,2,10,1,7,2,2,3,9,3,6,1,8,5,0.948
4,3,4,11,1,2,3,4,4,1,1,5,1,12,5,0.7928
4,2,2,13,4,8,3,4,3,8,4,9,4,5,8,0.026000000000000023
1,1,1,7,1,10,3,6,1,13,2,9,2,11,9,0.0020000000000000018
1,1,4,12,3,9,2,10,3,13,1,8,1,7,9,0.0008000000000000229
1,7,3,8,2,2,1,3,2,8,3,3,1,1,7,0.39880000000000004
3,3,1,12,1,13,4,1,2,8,2,11,2,2,9,0.0028000000000000247
3,2,3,5,3,11,4,13,4,11,2,1,1,1,7,0.17600000000000005
4,1,2,10,2,3,3,8,4,9,3,1,1,5,8,0.03320000000000001
4,6,1,13,1,9,4,8,1,12,4,2,2,10,9,0.0040000000000000036
4,3,2,4,2,6,4,4,1,8,2,7,4,12,8,0.008399999999999963
4,9,2,10,2,13,1,5,1,9,2,2,1,7,8,0.28680000000000005
4,4,3,11,4,11,1,7,2,2,3,5,4,10,8,0.4968
2,11,1,12,4,4,4,11,2,1,4,12,2,8,7,0.7283999999999999
2,7,1,13,1,5,4,11,2,13,1,1,2,3,8,0.5316000000000001
1,1,2,4,3,3,2,8,3,9,1,5,3,11,9,0.0
4,1,4,6,2,4,1,3,1,1,2,1,4,5,6,0.34119999999999995
2,1,3,1,2,8,3,5,4,11,3,7,3,9,8,0.0008000000000000229
1,3,4,4,4,7,1,4,4,5,2,12,2,13,8,0.027200000000000002
1,12,2,13,1,5,4,1,3,1,1,4,4,7,8,0.038000000000000034
2,3,1,5,2,10,2,13,4,3,2,9,4,13,7,0.10119999999999996
4,2,1,5,4,7,3,2,3,5,3,1,4,12,7,0.5924
2,5,2,13,3,1,2,1,4,2,1,10,2,7,8,0.03320000000000001
1,5,4,5,4,1,4,6,3,3,3,11,4,8,8,0.09319999999999995
3,7,1,9,2,6,3,10,2,7,1,8,2,12,5,0.7948
2,7,2,10,2,11,3,2,3,12,4,3,2,12,8,0.014399999999999968
2,1,4,13,1,7,3,3,4,8,2,5,1,3,8,0.03320000000000001
4,8,3,12,2,11,3,3,2,8,4,13,3,9,8,0.09360000000000002
3,3,2,11,3,12,1,6,1,1,2,10,2,5,9,0.0011999999999999789
3,5,4,10,1,7,4,6,4,2,3,10,2,12,8,0.29200000000000004
1,5,1,11,1,13,3,12,2,4,4,7,4,2,9,0.008000000000000007
3,6,4,13,2,4,2,12,2,9,2,10,4,12,8,0.00039999999999995595
3,1,3,4,1,12,1,4,1,11,2,8,2,6,8,0.0232
1,11,3,13,1,5,2,7,3,8,1,10,4,7,8,0.035599999999999965
4,4,1,7,2,1,3,13,2,3,2,5,4,3,8,0.0
1,9,2,11,1,8,4,12,4,2,4,11,4,4,8,0.03920000000000001
2,4,3,6,4,10,1,4,4,9,2,9,3,2,7,0.25360000000000005
2,3,4,3,2,8,3,2,2,7,1,12,2,12,7,0.10880000000000001
3,1,2,2,4,4,2,11,4,10,2,9,2,12,9,0.0
3,6,1,8,1,3,1,13,2,9,2,11,3,5,9,0.00039999999999995595
3,9,3,11,3,2,4,6,2,7,1,11,4,12,8,0.37439999999999996
4,2,3,10,2,5,1,7,2,1,4,9,4,10,8,0.42879999999999996
2,7,3,8,4,6,4,1,1,13,1,9,4,10,5,0.7744
3,4,3,5,2,13,4,11,3,10,1,3,2,9,9,0.0
2,2,4,8,2,4,1,7,4,5,1,5,4,12,8,0.0
1,5,4,12,4,10,2,5,3,13,2,6,1,11,8,0.045599999999999974
3,4,4,8,2,10,2,2,4,12,3,3,2,3,8,0.0
2,5,2,9,4,5,4,12,1,12,3,13,1,3,7,0.28280000000000005
3,10,3,12,1,11,3,13,4,1,4,6,3,3,9,0.016000000000000014
1,3,4,9,1,13,4,1,4,2,3,6,4,7,9,0.0
2,6,3,12,4,12,2,13,4,10,1,9,4,13,7,0.2168
4,4,3,6,2,4,1,13,3,10,3,9,3,5,8,0.027599999999999958
2,12,3,12,4,2,4,10,4,5,3,13,3,5,7,0.2812
3,1,4,1,1,3,2,5,4,8,3,11,2,8,7,0.05520000000000003
3,1,3,9,2,6,1,10,4,2,2,1,3,8,8,0.03200000000000003
1,10,1,12,2,2,1,5,4,11,3,2,1,2,6,0.05800000000000005
1,3,3,4,4,12,1,6,2,2,2,7,2,11,9,0.0
2,11,3,13,4,11,4,7,3,10,2,13,3,12,7,0.4044
2,9,4,10,1,7,2,7,3,4,4,3,2,8,8,0.0
4,5,4,12,4,10,4,3,2,12,3,7,2,3,7,0.5448
3,1,2,4,4,11,4,7,4,1,3,8,2,6,8,0.01880000000000004
4,7,2,12,3,11,3,5,4,9,3,10,3,1,9,0.00039999999999995595
1,1,3,12,2,12,2,9,4,13,3,4,2,4,7,0.24639999999999995
3,3,4,5,2,4,4,9,4,6,1,7,1,3,5,0.9016
3,6,1,11,3,11,1,12,2,5,2,12,4,9,7,0.49760000000000004
4,7,1,13,2,12,3,8,1,3,1,6,3,7,8,0.16479999999999995
2,4,4,12,1,12,4,7,3,8,3,5,2,11,8,0.45199999999999996
1,12,2,13,3,11,4,6,4,13,1,6,2,10,7,0.5828
3,8,1,10,3,2,1,6,4,7,1,3,1,7,8,0.0
3,1,4,3,1,11,2,2,1,8,1,6,3,13,9,0.0
1,3,1,6,1,2,1,4,4,11,1,11,2,9,4,0.8048
4,9,2,11,4,13,1,9,1,8,1,13,1,4,7,0.07879999999999998
1,1,4,5,1,13,4,11,1,7,3,4,1,11,8,0.0
3,12,1,13,3,5,2,11,3,10,3,13,4,10,7,0.5152
4,1,1,13,1,10,2,5,4,4,3,10,3,5,7,0.356
2,2,2,11,3,5,3,7,3,9,3,11,1,4,8,0.04600000000000004
4,5,1,9,4,3,4,12,4,9,2,7,1,3,7,0.23760000000000003
4,7,2,11,1,9,1,13,3,1,3,12,2,13,8,0.04920000000000002
2,7,4,7,4,3,2,11,1,2,2,12,4,2,7,0.15159999999999996
3,5,3,7,1,7,3,4,3,9,4,13,2,3,8,0.14480000000000004
4,6,4,10,1,1,2,4,3,1,1,10,4,5,7,0.41159999999999997
4,1,4,5,2,11,2,1,2,12,3,2,3,8,8,0.023599999999999954
3,2,2,8,4,1,1,4,4,13,3,5,1,1,8,0.0
2,1,4,3,4,5,4,10,4,6,2,2,2,6,8,0.0
2,2,3,9,1,11,2,4,3,5,1,4,3,6,8,0.0
3,2,1,4,2,12,4,7,4,8,1,9,2,2,8,0.028800000000000048
2,1,4,12,3,8,1,4,3,1,3,10,4,10,7,0.09199999999999997
1,1,4,11,2,1,1,8,4,6,4,9,2,13,8,0.03359999999999996
3,3,2,9,1,4,4,8,2,3,1,6,1,11,8,0.022399999999999975
1,5,4,13,1,4,1,2,3,9,1,13,4,5,7,0.692
1,6,2,11,3,5,3,3,2,2,1,8,3,12,9,0.0011999999999999789
2,1,1,10,4,7,3,6,3,11,3,9,1,1,8,0.02200000000000002
4,2,1,9,4,10,1,12,4,3,1,3,3,2,7,0.12360000000000004
1,2,2,7,2,9,3,2,4,3,4,1,3,12,8,0.06040000000000001
2,4,2,12,4,2,1,11,1,5,4,6,1,1,9,0.0
1,3,2,13,4,6,3,4,3,13,4,2,4,13,6,0.606
4,4,3,13,1,12,1,8,1,1,3,6,1,7,9,0.00039999999999995595
4,7,4,11,3,1,1,6,1,2,3,5,2,10,9,0.0
4,4,2,10,2,7,4,2,1,3,4,6,4,3,8,0.0011999999999999789
2,1,1,4,2,8,4,5,4,9,1,9,4,13,8,0.0
1,3,3,5,3,11,2,4,1,4,4,11,4,8,7,0.0011999999999999789
1,5,4,10,4,9,3,11,1,12,2,1,2,13,5,1.0
1,9,4,13,4,3,2,10,1,5,1,7,3,2,9,0.010399999999999965
1,2,2,12,4,8,2,5,1,1,2,9,1,5,8,0.012399999999999967
1,6,3,7,1,4,3,13,2,2,4,7,4,8,8,0.15600000000000003
3,2,1,12,4,12,4,10,3,3,3,10,4,8,7,0.42200000000000004
4,3,4,12,1,13,4,9,3,7,1,2,3,12,8,0.34319999999999995
4,10,2,12,3,12,4,4,3,9,4,9,3,6,7,0.46919999999999995
4,3,1,6,4,4,2,13,1,12,1,10,1,7,9,0.0
3,4,2,8,4,8,1,2,3,13,4,6,2,3,8,0.2512
3,7,1,8,2,9,4,8,4,4,3,3,1,7,7,0.6916
2,2,2,6,3,10,3,12,3,11,2,11,3,3,8,0.0
1,7,1,11,4,8,3,2,4,12,3,5,2,4,9,0.0011999999999999789
1,2,1,8,3,12,1,6,3,9,4,2,4,1,8,0.08120000000000005
2,5,3,6,2,3,3,5,4,1,2,11,2,6,7,0.6308
1,2,2,5,3,3,2,12,4,3,4,13,2,4,8,0.0
4,4,3,7,2,6,4,7,4,9,1,7,3,1,6,0.758
2,2,2,13,2,4,4,2,1,10,2,7,4,8,8,0.032399999999999984
4,11,2,12,3,4,4,4,2,5,4,9,2,13,8,0.05879999999999996
2,2,1,8,4,1,2,11,2,6,1,11,4,12,8,0.0008000000000000229
3,5,4,12,4,3,4,7,3,3,1,8,2,13,8,0.04479999999999995
